book_id,title,subtitle,author,synopsis,domain,themes,average_rating,language,preview_link,thumbnail,search_category,difficulty_level,source
6967,Dead of Night Featuring Devil-Slayer (2008) #3,Dead of Night Featuring Devil-Slayer (2008),Brian Keene,"As a secret cabal within Heaven and Hell conspires
to manufacture a war, the new Devil-Slayer finds himself besieged by ghouls and surrounded by enemies on all sides. It's a race against time to unravel the Bloodstone conspiracy and stop Operation: Xenogenesis before it's too late for all
of mankind, in this terrifying, brutal reinterpretation
of the Devil-Slayer by acclaimed horror novelist Brian
Keene and rising star Chris Samnee (DAREDEVIL: BLOOD OF THE TARANTULA)!
Cardstock Cover/Explicit Content ...$3.99",Comics,Dead of Night Featuring Devil-Slayer (2008)  Comic  MAX, EXPLICIT CONTENT,en,,,comics,medium,Marvel/DC Comics Dataset
4340,Captain America: The Death of Captain America Vol. 1 (Trade Paperback),Captain America (2004 - 2011),,"'The quintessential American super hero is dead.' ' U.S. News & World Report Leaping from the final pages of CIVIL WAR, this is the biggest Cap story that Ed Brubaker and Steve Epting have yet to tell ' guaranteed to stun readers and send shockwaves through the entire Marvel Universe! As repercussions ripple outward, the Winter Soldier finally chooses a side ' his own. But what are the Red Skull and his minions up to behind the scenes? Collecting CAPTAIN AMERICA #25-30. Rated T '$14.99 ISBN: 978-0-7851-2423-8",Comics,Captain America (2004 - 2011)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
13951,Kick-Ass (2008) #7,Kick-Ass (2008 - 2009),Mark Millar,"SOON TO BE A MAJOR MOTION PICTURE! Dave Lizewski has had better days. When he first pulled on the Super Hero suit, it was the thrill of a lifetime. Since then, he's been banged-up, beaten, broken, bludgeoned, and all sorts of other b-words. He's met a 9-year-old assassin and been on a super hero team-up. He's watched people die and seen himself become an internet celebrity. But all that means nothing-compared to tonight. MARK MILLAR and JOHN ROMITA JR.'s foul-mouthed super hero saga continues! Mature ...$2.99",Comics,Kick-Ass (2008 - 2009)  Comic  ICON, EXPLICIT CONTENT,en,,,comics,medium,Marvel/DC Comics Dataset
27495,The Web of Black Widow (2019) #2,The Web of Black Widow (2019),Jody Houser,"SOLDIERS. ASSASSINS. LOVERS. THE WIDOW AND THE WINTER REUNITE! Natasha Romanoff and Bucky Barnes have a history as long as war, companions since the Widow's earliest days in the Red Room when both were trapped in service to the wrong side. It's one of the greatest - and most tragic - love stories of the Marvel Universe. Now the world will try to get between them once again. And with the Widow missing memories, she may find herself losing the only person who would have forgiven her for what she has to do next.",Comics,The Web of Black Widow (2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
24547,Star Wars: Invasion - Rescues (2010) #6,Star Wars: Invasion - Rescues (2010),,"The rescues have all been attempted, and the rescuers, Finn Galfridianand his sister'Kaye, have learned fateful lessons about the'Yuuzhan Vong invaders. But Finn has also learned a secret about his mother and received clues about the mystery surrounding him. Finn knows that someday he must go back to the fight to free his homeworld from the invaders, as well as return to Luke Skywalker's Jedi Academy and complete his Jedi training. But first he has a mission that he must complete in order to complete himself.",Comics,Star Wars: Invasion - Rescues (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
18858,New X-Men (2004) #43,New X-Men (2004 - 2008),"Christopher Yost, Craig Kyle","The enemies of the New X-Men are on the move. Ever since Decimation, the students of the Xavier Institute have been depowered, blown up, shot down and tortured. Now, on the eve of an event that will change mutantkind forever, the kids have to wonder... are they doomed? Could the last generation of X-Men be ending now? And does one of the New X-Men have the Messiah Complex? Part 2 (of 2)
Featuring Endangered Species Chapter 16 - Beast comes face-to-face with someone you won't believe!
40 PGS./Rated T+ ...$2.99",Comics,New X-Men (2004 - 2008)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
23996,Star Wars (1998) #43,Star Wars (1998 - 2002),,"As Jedi Knight Quinlan Vos and his former Padawan Aayla each prepare to take the next step in their lives as Jedi (he to advance to the rank of Master, she from apprentice to Knight), they each make the decision to follow the living Force and see where it will take them. To their surprise, they both end up in the same place, coming upon the threads of a kidnapping plot, a conspiracy against the Republic, and a father-and-son team of bodyguards with the training and the weapons to destroy two meddlesome Jedi!'",Comics,Star Wars (1998 - 2002)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
20741,Punisher War Journal (2006) #6,Punisher War Journal (2006 - 2009),Matt Fraction,"""Goin' Out West"" PART 1
With the echoes of last issue's tragic ending still rattling in his head, Frank Castle finds himself tied to a fencepost with barbed wire, watching what may be his last sunrise. Somewhere along the U.S./Mexico border a super-militia bent on igniting a race war has been killing scores of innocent people. By the time the last shot is fired and the last body falls, you'll have met the modern incarnation of the HATEMONGER and seen an all-new look for the Punisher.
32 PGS./Rated T+ ...$2.99",Comics,Punisher War Journal (2006 - 2009)  Comic  Marvel Universe, Parental Advisory,en,,,comics,medium,Marvel/DC Comics Dataset
20751,Punisher: Bloody Valentine (2006) #1,Punisher: Bloody Valentine (2006),,"DEADLY ONE-SHOT Don’t look now, something just sparked the little black pit in Frank Castle’s chest -- the one that used to be a heart ! The last time the Punisher saw the lovely and lethal assassin Suspiria, he was dropping her headfirst off a skyscraper. Now she’s back and it appears that she wants to kiss and make up. You see, the murderous pair have got a mutual enemy -- an arch-villain whose pursuit will take them to Suspiria’s home turf of Rome. Can Frank withstand his partner’s charms? Does he want to?",Comics,Punisher: Bloody Valentine (2006)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
33049,World War Hulks: Hulked-Out Heroes (2010) #2,World War Hulks: Hulked-Out Heroes (2010),Jeff Parker,"Spinning from the shocking twist ending of FALL OF THE HULKS, Jeff Parker (WORLD WAR HULKS: ALPHA, AVENGERS VS. ATLAS, THUNDERBOLTS) and Humberto Ramos (SPECTACULAR SPIDER-MAN, X-MEN) bring you the most incredible new character from the House of Ideas: HULKPOOL! What sacrifices will he make for the greater good? What horrible decisions will change the world as we know it? And what do Devil Dinosaur, Rawhide Kid, Rama Tut, and Bluebeard the Pirate have to do with this? Find out this April in HULKED-OUT HEROES!",Comics,World War Hulks: Hulked-Out Heroes (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
13379,Iron Man Legacy (2010) #8,Iron Man Legacy (2010 - 2011),Fred Van Lente,"Caught between the SERPENT SOCIETY on one side and THE PRIDE on the other in his attempts to remake the impoverished Imperio neighborhood in Los Angeles, TONY STARK makes the daring move to take his case directly to the people themselves-but can anything make them stand up against the super villain masters of L.A.? One thing might, when IRON MAN makes an appearance-except at the moment it's JIM RHODES under the golden mask, and he's not too thrilled with what Tony is doing! Find out why here! Rated T ...$2.99",Comics,Iron Man Legacy (2010 - 2011)  Comic  MARVEL UNIVERSE, T,en,,,comics,medium,Marvel/DC Comics Dataset
34456,X-Men: Curse of the Mutants - Blade (2010) #1,X-Men: Curse of the Mutants - Blade (2010),Dave Wilkins,"Someone... something... is killing vampire slayers all over the world. Blade, the biggest, baddest slayer of them all, gathers an emergency assault team to blitz the bloodsucker underground and force answers out of whoever's not reduced to a pile of smoking ash. But Blade's not going to like what he hears. A new dawn is rising for the vampire nation. The rules are about to be rewritten, and Blade's about to go to fang-to-fang with a new threat he knows he can't fight alone... 32 PGS./One-Shot/Rated T ...$3.99",Comics,X-Men: Curse of the Mutants - Blade (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
7440,Deadpool: Back in Black (2016) #2,Deadpool: Back in Black (2016),Cullen Bunn,"During 1984's SECRET WARS, Deadpool was introduced to an alien symbiote who went on to become Spider-Man's black costume and, eventually, Venom. Okay, okay, maybe that really happened in DEADPOOL'S SECRET SECRET WARS. Point is, did you know that after Spider-Man rejected the costume...it went slinking back to Deadpool on the rebound? And they went on adventures together? You didn't? Well, you will, now, thanks to this series by Cullen Bunn (The DEADPOOL KILLOGY) & Salva Espin (DEADPOOL & THE MERCS FOR MONEY)!",Comics,Deadpool: Back in Black (2016)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
8896,Falcon & Winter Soldier (2020) #1,Falcon & Winter Soldier (2020 - 2021),Derek Landy,"An office of dead government agents. A gifted new killer. Two ex-Captain Americas. When a dramatic attempt on the life of Bucky Barnes reunites him with Sam Wilson, the two old friends are plunged headlong into a race to uncover the new leader of Hydra before a mass casualty event announces the terror group's resurgence to the world. The clock is ticking. Derek Landy (BLACK ORDER, SECRET EMPIRE: UPRISING) and Federico Vicentini (ABSOLUTE CARNAGE: MILES MORALES) team up for a pulse-pounding action spectacular!",Comics,Falcon & Winter Soldier (2020 - 2021)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
19465,Orson Scott Card's Ender in Exile (2010) #5,Orson Scott Card's Ender in Exile (2010),"Aaron Johnston, Orson Scott Card","The exciting conclusion to Orson Scott Card's bestselling novel and direct sequel to Ender's Game! Ender has found a cocoon of a young Formic hive queen who carries within her ten thousand Formic eggs. With it, Ender can restore the alien species he destroyed in the war. But should he? Or would he be opening Pandora's box, unleashing Earth's deadliest enemies to finish what they started? It all comes to a head here as Ender accepts or rejects his destiny as the Speaker for the Dead. Parental Advisory ...$3.99",Comics,Orson Scott Card's Ender in Exile (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
34116,X-Men Forever (2009) #24,X-Men Forever (2009 - 2010),Chris Claremont,"DON'T MISS THE EXPLOSIVE CONCLUSION TO THE FIRST VOLUME OF THIS LANDMARK SERIES! The X-Men are up to their ears in the Consortium, the anti-mutant shadow government bent on eradicating all mutantkind. Still reeling from revelations of who is behind the mysterious organization, Cyclops, Jean, Beast, Kitty, Gambit, Lil' 'Ro, Rogue, Kurt and Professor X must band together to ensure the survival of all mutants. DON'T MISS A THRILLING MINUTE OF THIS SERIES FROM X-MEN LEGEND CHRIS CLAREMONT! Rated A ...$3.99 (each)",Comics,X-Men Forever (2009 - 2010)  Comic , Rated A,en,,,comics,medium,Marvel/DC Comics Dataset
9774,Fantastic Four: Wedding Special (2018) #1,Fantastic Four: Wedding Special (2018),"Dan Slott, Fred Hembeck, Gail Simone","Come and celebrate the impending nuptials of the Thing and Alicia Masters with a Ladies Night Out as only the First Family of Comics can do it! Guest-starring She-Hulk, Medusa, Crystal and more, it’s the bachelorette party Alicia never expected—and one whose ribaldry will be interrupted by the arrival of a Surprise Super Villain! (And no, we don’t mean Johnny Storm!) Meanwhile, the Thing has an unexpected meeting with his future father-in-law, the Puppet Master! Plus, Hembeck! The Fantastic Four family tree!",Comics,Fantastic Four: Wedding Special (2018)  Comic  Marvel Universe, Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
17908,Mr. and Mrs. X (2018) #1,Mr. and Mrs. X (2018 - 2019),Kelly Thompson,"LOVE & MARRIAGE PART 1! Straight from the pages of X-MEN GOLD...to the surprise of everyone, the Marvel Universe's hottest couple has finally tied the knot! In their extraordinary lives, they've faced nearly every challenge imaginable, but how will they fare against former flames making trouble? An entire galaxy in jeopardy? You want it? We got it, as Kelly Thompson (HAWKEYE, ROGUE & GAMBIT) and Oscar Bazaldua (SPIDER-MAN, STAR WARS: ROGUE ONE) bring you the tantalizing tale of a modern marriage…X-MEN STYLE!",Comics,Mr. and Mrs. X (2018 - 2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
9599,Fantastic Four (2012) #16,Fantastic Four (2012 - 2014),"Matt Fraction, Karl Kesel",FINAL ISSUE! The Fantastic Four area...DOOMED! Dr. Doom has taken on the power of Kang and Annihilus and is supreme ruler of the entire world. Good News: this is in the Doomed Universe. Bad News: our universe is next. The only ones in his way are the Fantastic Four and...the Fantastic Four! The Elemental Eight face off against Doom the Annihilating Conqueror with the fate of infinite realities in the balance! Plus the fate of Old John Storm! All in the fiery finish to the most mind-bending F4 adventure ever!,Comics,Fantastic Four (2012 - 2014)  Comic  Marvel Universe, Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
32574,Wolverine (2003) #27,Wolverine (2003 - 2009),Mark Millar,"""AGENT OF S.H.I.E.L.D."" Part 2 of 6 What's scarier than a high-profile super hero turned deathcult assassin? TWO super heroes turned deathcult assassins! Hydra might have lost Wolverine, but two more take his place, and one is a former X-Man who will shock former teammates and readers alike! As the new Supreme Hydra launches an unprecedented attack on S.H.I.E.L.D., there's precious little time for second guesses, leaving Nick Fury to send Wolverine into the heat of battle hoping the deprogramming will stick.",Comics,Wolverine (2003 - 2009)  Comic  Marvel Knights, Parental Advisory,en,,,comics,medium,Marvel/DC Comics Dataset
30018,Uncanny Avengers (2015) #28,Uncanny Avengers (2015 - 2017),Jim Zub,"STARS AND GARTERS Part 1. Part Avengers and part X-Men. Two of Earth's mightiest heroes and two of Earth's mightiest friends. And when it comes to super-heroics, Wonder Man and the Beast have seen it, done it, and they got the T-shirt. When the world throws you cosmic conflict, global calamity, death, rebirth and heartache aplenty, it's important to remember where your friends are. Join us for """"A Pint or Two,"""" won't you? PLUS: Includes 3 bonus MARVEL PRIMER PAGES! Story by Robbie Thompson and a TBA artist!",Comics,Uncanny Avengers (2015 - 2017)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
29218,Ultimate Comics Spider-Man (2009) #7,Ultimate Comics Spider-Man (2009 - 2012),Brian Michael Bendis,"Spider-Man and his amazing friends, Iceman and the Human Torch, team up to help the newly powered Rick Jones deal with the crazy changes and responsibilities that come with...power. But what side of the coin is Rick Jones on? Is this the birth of a new hero? Or the birth of an ultimate...enemy?? Find out as the awesomely talented duo of BRIAN MICHAEL BENDIS (DARK AVENGERS) and TAKESHI MIYAZAWA (RUNAWAYS) bring you a new revelation in ULTIMATE COMICS SPIDER-MAN! Part one of a two-part story!! Rated T ...$3.99",Comics,Ultimate Comics Spider-Man (2009 - 2012)  Comic  Ultimate, T+,en,,,comics,medium,Marvel/DC Comics Dataset
8016,Doctor Strange (2015) #1,Doctor Strange (2015 - 2018),Jason Aaron,"Who do you call when things are coming out of your dreams and trying to kill you? Or when your daughter is cursing in Latin and walking like a spider? Or when your dog keeps screaming at you to strangle your neighbors? Doctor Strange, of course. He's the only person standing between us and the forces of darkness, but has he been paying his tab? Every act of magic has a cost and Jason Aaron (THOR, ORIGINAL SIN) and Chris Bachalo (UNCANNY X-MEN) are going to put Stephen Strange through hell to even the scales.",Comics,Doctor Strange (2015 - 2018)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
23632,Spider-Man: With Great Power Comes Great Responsibility (2010) #7,Spider-Man: With Great Power Comes Great Responsibility (2010 - 2011),,"It's a Brand New Day for Spider-Man, but every day eventually becomes night. And will the sun set on Spidey forever when venomous foe Eddie Brock returns with a new bag of tricks, longtime love Mary Jane Watson resurfaces with a startling secret and the bloodthirsty family of Kraven the Hunter?stalks the most dangerous game of all? Collecting material from AMAZING SPIDER-MAN #568 (from SPIDER-MAN: NEW WAYS TO DIE TPB), #602 (from SPIDER-MAN: RED-HEADED STRANGER TPB) and #634 (from SPIDER-MAN: GRIM HUNT TPB).",Comics,Spider-Man: With Great Power Comes Great Responsibility (2010 - 2011)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
11331,HEROES FOR HIRE VOL. 2: AHEAD OF THE CURVE TPB (Trade Paperback),Heroes for Hire (2006 - 2007),,"Collects Heroes for Hire (2006) #6-10. Marvel's strangest team of heroes find themselves trapped in the hull of a ship with a bomb as the Grim Reaper plans to blow up the Statue of Liberty and take the Heroes for Hire with it! But why? What nefarious plan could he have up his sleeve? He's evil so does it matter? He has to be stopped! Also, someone dies! No kidding. As if that wasn't enough, here comes the return of villains no one asked for! THE HORRIFIC HEADMEN have a special surprise for the hapless Humbug",Comics,Heroes for Hire (2006 - 2007)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
14042,X-Men: Kitty Pryde & Wolverine Premiere (Hardcover),Kitty Pryde and Wolverine (1984),,"Kitty travels to Japan to help her father and ends up face-to-face with the granddaddy of all ninjas, Ogun! The man in the dire mask is dead-set on remaking Chicago's favorite mutant teen into an intangible assassin! But Ogun's plans for Kitty's future pale before the role he played in Wolverine's past, and the clawed Canadian vows to bring down his former teacher even if it means his death...or Kitty's! Collecting KITTY PRYDE AND WOLVERINE #1-6.
All Ages ...$19.99
ISBN: 978-0-7851-3089-5
Trim size: standard",Comics,Kitty Pryde and Wolverine (1984)  Hardcover  MARVEL UNIVERSE, ALL AGES,en,,,comics,medium,Marvel/DC Comics Dataset
24256,Star Wars: Crimson Empire (1997) #3,Star Wars: Crimson Empire (1997 - 1998),,"Mirith Sinn's band of'Rebels'is under siege by the'Empire'as their hideout is discovered! But who should come to their rescue but...Kir Kanos, the last member of the'Crimson Guard! Is he on their side, or is there another reason he is fighting with them? This issue finally reveals just why the Empire is after Kanos, and why Kanos is after'Carnor Jax, the Imperial'who covets the Empire's throne! Plus, at last, you'll learn just what happened to the Crimson Guard after the death of the'Emperor'in'Empire's End!",Comics,Star Wars: Crimson Empire (1997 - 1998)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
33453,X-Factor Forever (2010) #1,X-Factor Forever (2010),Louise Simonson,"THEY'RE BACK! Once they were Xavier's young charges: mutant teens who bore the responsibility of protecting a world that hated them. But time has hardened these five X-Men, forcing them to reimagine their mission and purpose. And now, the original dream-team returns to fight the one threat that's haunted them since the day they took on the X-Factor name. Join legendary X-scribe Louise Simonson as she reunites with the title and characters she made famous for an epic in the FOREVER tradition! Rated A ...$3.99",Comics,X-Factor Forever (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
3768,Cable/Deadpool Annual (2018) #1,Cable/Deadpool Annual (2018),David Walker,"THE TIME IS NIGH! History’s favorite duo are back together, and just in time! When Deadpool is hired to protect a woman from time-hopping villains, it’s only a matter of time until he breaks the timestream. Fortunately, his old pal Cable has some experience with that. But dark secrets have put the client, and reality itself, in more danger than either of our heroes could have foreseen! David F. Walker, Paco Diaz, and a host of stellar guest artists take Cable and Deadpool on an adventure of epic proportions!",Comics,Cable/Deadpool Annual (2018)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
32917,Wolverine: The Best There Is (2010) #3,Wolverine: The Best There Is (2010 - 2011),Charlie Huston,"""SOMEONE THEY CAN HATE,"" PART 3 OF 6 It's cover-to-cover blood-soaked action as the most extreme Wolverine monthly ever continues! Wolverine has never faced an opponent quite like Contagion, who becomes a much bigger problem if he's killed! But first, Logan must get past the aptly named Unkillables. In round two, Wolverine slashes his way past - and through - Slaughter, Suicide, Scavenger and Yi Yang, only to discover that their enigmatic leader is expecting him. Contagion has big plans for Logan. Big plans.",Comics,Wolverine: The Best There Is (2010 - 2011)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
12376,Incredible Hulks (2010) #629,Incredible Hulks (2010 - 2011),Greg Pak,"Spy versus spy meets gamma-powered mayhem as Red She-Hulk (Hulk's estranged wife Betty Banner), partners with a mysterious villain to steal an ancient artifact of unimaginable power. Now it's up to Banner... Bruce Banner, to save the world -- and possibly his marriage. But will Secret Agent Banner be able to keep his domestic affairs from turning into an international Hulk-off? It's a story that will leave you shaken, stirred and SMASHED from ""Planet Hulk"" writer Greg Pak and superstar penciller Tom Grummet!",Comics,Incredible Hulks (2010 - 2011)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
1446,Annihilation: Ronan (2006) #2,Annihilation: Ronan (2006),Simon Furman,"Godthab Omega: a nothing planet in a backwater bit of the cosmos. Right? Wrong. In fact, something is very wrong on Godthab, a malign presence drawing in cosmic entities like flies to a web. Ronan's been snagged too, and he's not happy about it. In fact, he's going to do something about it... right after he deals with the ""deadliest woman in the Universe,"" Gamora! And, as if that impending confrontation weren't enough to shake Godthab to its core, here comes the Annihilation Wave...
32 PGS./Rated T+ ...$2.99",Comics,Annihilation: Ronan (2006)  Comic  MARVEL UNIVERSE, T,en,,,comics,medium,Marvel/DC Comics Dataset
11788,I (Heart) Marvel (2006) #3,I (Heart) Marvel (2006),Fabian Nicieza,"FIRST KISS/LAST DATE: 2 terrific tales of lustful teens in spandex... and out! SQUIRREL GIRL has found the boy of her dreams, but will he ever bounce her way? It's an appropriate question to ask, considering the boy is -- SPEEDBALL! All she wants is a kiss, but he thinks she's nuts! Meanwhile, it's almost time for the wedding of JUSTICE and FIRESTAR! But are both of them ready for marriage at such a young age? Or... what if one of them is, and the other... isn't? 32 PGS./T SUGGESTED FOR TEENS AND UP ...$2.99",Comics,I (Heart) Marvel (2006)  Comic  Marvel Universe, T,en,,,comics,medium,Marvel/DC Comics Dataset
28077,Thor by J. Michael Straczynski Vol. 1 (Trade Paperback),Thor (2007 - 2011),,"""Thor... succeeds quite well in blending fictional gods with very real conflicts..."" -IGN.com Thor is back! And in a story only J. Michael Straczynski could tell! Returned to the pantheon of great Marvel heroes, the Asgardian God of Thunder is reunited with the mortal form of Dr. Don Blake. Together, they must reckon with the legacy of the mythic Norse kingdom and the awakening of its immortal heroes - but in a world that may not want them back! Collecting THOR #1-6. Rated T ...$14.99 ISBN: 978-0-7851-1722-3",Comics,Thor (2007 - 2011)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
24032,Star Wars (1998) #8,Star Wars (1998 - 2002),Tim Truman,"As Ki-Adi-Mundi prepares to return to the desert wastes of Tatooine in search of a wayward Jedi, he is stopped by an old friend and mentor. The Dark woman has news for the Cerean Jedi, and he's not going to like it! Once on Tatooine, Ki meets with the crime lord Jabba the Hutt. Despite the fact that the slimy crime lord had only recently threatened the life of Ki's daughter, Ki-Adi-Mundi has no choice but to ask for Jabba's aid in his search. Ki receives the aid, but nothing from Jabba the Hutt is ever free!",Comics,Star Wars (1998 - 2002)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
213,Age of Ultron Vs. Zombies (2015) #2,Age of Ultron Vs. Zombies (2015),James Robinson,"WAR RAGES BETWEEN TWO SIDES OF UNHUMANITY...THE UNDEAD AND THE ARTIFICIAL! As battle escalates between ULTRON'S robotic horde and the ZOMBIE masses, a smaller pocket of humanity must defend themselves from both sides. Can SALVATION - an oasis of sanity amidst utter chaos run by JIM HAMMOND, THE VISION and WONDER MAN - protect what little humanity resides in the ""DEADZONE""? And what is the HANK PYM from 1872, a man literally in a world he never made, supposed to do when first encountering the evil of Ultron?",Comics,Age of Ultron Vs. Zombies (2015)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
34113,X-Men Fairy Tales (2006) #3,X-Men Fairy Tales (2006),Bill Sienkiewicz,"Our storytellers turn their attention to the American South this month and tap the terrifying traditions of New Orleans in a retelling of the romance of Rogue and Gambit. When a voodoo priestess named Mystique meets a young girl who can speak with the spirits of the recently deceased, she tries to bend the girl's will and use her abilities for evil. They soon learn it's unwise to upset the ghosts and ghouls of the South, and it's up to a mysterious Cajun stranger to set things right!
32 PGS./Rated A ...$2.99",Comics,X-Men Fairy Tales (2006)  Comic  Marvel Universe, T,en,,,comics,medium,Marvel/DC Comics Dataset
24524,Star Wars: Galaxy's Edge (2019) #2,Star Wars: Galaxy's Edge (2019),Ethan Sacks,"Across the galaxy, DOK-ONDAR is known as the procurer of the rarest antiquities in the universe. But the most priceless of his relics come with a darker cost. And with the First Order's hunt for the hidden Resistance heating up, planet Batuu might soon turn into the most dangerous place in the galaxy. Journey to BLACK SPIRE OUTPOST and discover an early look at the themed land coming to Walt Disney World and Disneyland this year. Guest starring the bounty hunter GREEDO and notorious gangster JABBA THE HUTT!",Comics,Star Wars: Galaxy's Edge (2019)  Comic , Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
9755,Fantastic Four: The End Premiere (Hardcover),Fantastic Four: The End (2006 - 2007),,"Alan Davis writes and pencils the final story of Marvel's first family! Even the strongest family can be torn apart by tragedy - and in the futuristic world of tomorrow, the members of the once-Fantastic Four are divided and vulnerable to opponents from their past. What events could have caused the FF to go their separate ways, and how does their disbanding set the stage for a conflict that will send shockwaves across the galaxy and beyond? Collecting FANTASTIC FOUR: THE END #1-6
144 PGS./Rated T+ ...$19.99",Comics,Fantastic Four: The End (2006 - 2007)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
14981,Marvel Boy: The Uranian (2010) #3,Marvel Boy: The Uranian (2010),Jeff Parker,"The times are changing, and they've finally caught up to Marvel Boy with bizarre menaces and strange threats to match his power! A mysterious figure with an agenda has also caught up to Bob Grayson. Surrounded by manipulators, how can the Uranian finally become the hero he was born to be? Jeff Parker, writer of the acclaimed series AGENTS OF ATLAS, reveals the untold tale of other-worldly mental marvel! Plus, re-presenting classic Atlas-era tales of the space-boy's adventures! New & Reprint/Rated T ...$3.99",Comics,Marvel Boy: The Uranian (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
32217,Wisdom (2006) #1,Wisdom (2006 - 2007),Paul Cornell,"Pete Wisdom has a lot of fairies to kill. Yes, fairies are supposed to be nice and magical and charming, but they are currently attacking England. Hugo Award nominee Paul Cornell (BBC's Dr. Who and Robin Hood) and fan-favorite artist Trevor Hairsine (X-Men: Deadly Genesis, Ultimate Six) bring you a sci-fi mini-series unlike anything you've seen before!
32 PGS./Cardstock Cover/Explicit Content ...$3.99
THERE IS A STRICT NO OVERPRINT POLICY ON ALL MAX TITLES PLEASE CHECK YOUR ORDERS AND PLACE THEM BY THE FOC.",Comics,Wisdom (2006 - 2007)  Comic  MAX, EXPLICIT CONTENT,en,,,comics,medium,Marvel/DC Comics Dataset
8844,Exiles (2018) #1,Exiles (2018 - 2019),Saladin Ahmed,"DON'T BLINK - THE EXILES ARE BACK! Fan-favorite X-Man Blink once joined a team destined to save not just the world, but the entire Multiverse. And now, her teleporting talents are needed once again! When a mysterious threat begins eating away at the fabric of the Multiverse, the Unseen - the man once known as Nick Fury who now can only observe Earth from a lofty post on the moon - must recruit a champion to save it. But she can't do it alone. Who will join Blink's new team - and can they ever go home again?",Comics,Exiles (2018 - 2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
20549,Punisher Max (2004) #56,Punisher Max (2004 - 2008),Garth Ennis,"""VALLEY FORGE, VALLEY FORGE,"" PART 2
Garth Ennis concludes his seminal run on PUNSHER -- in style.
Eight men who know exactly who Frank Castle is...and how to fight him. Eight men who know that, no matter what they throw at him, he won't fire back. The Punisher has faced many threats in his day, but never one like this. A Special Forces Squad has been tasked to bring him down, by all means necessary, and his only hope for survival might be crossing a line he swore he'd never cross.
Explicit Content ...$2.99",Comics,Punisher Max (2004 - 2008)  Comic  Max, Parental Advisory/Explicit Content,en,,,comics,medium,Marvel/DC Comics Dataset
9801,Fear Itself (2010) #1,Fear Itself (2010 - 2011),Stuart Immonen,"DO YOU FEAR...TOMORROW? In this time of global anxiety, of economic turmoil and mass hysteria, Sin, the new Red Skull, has made an awesome discovery...a shameful secret that will rock the foundations of the Marvel Universe! A revelation that will divide father and son, turn friend against friend, and herald the rise of Fear personified. HE IS RETURNING...and the world has nothing to fear but FEAR ITSELF. Matt Fraction and Stuart Immonen bring fans the biggest Marvel the biggest Marvel event since CIVIL WAR!",Comics,Fear Itself (2010 - 2011)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
18777,New Warriors (2007) #12,New Warriors (2007 - 2009),Kevin Grevioux,"""THRASHED"" Part 4
When Night Thrasher offered them the opportunity to become super heroes once more, they leapt at the chance. They placed their trust in him. Even when one of their own fell at the hands of the Zodiac, they trusted him. And this is where that trust has led them: Powerless. Beaten. Running scared, trapped in the lair of a super-villain who's out of their league. And the only man who can save them is Night Thrasher. But if he forsakes their trust this time, it's their lives.
Rated T+ ...$2.99",Comics,New Warriors (2007 - 2009)  Comic  Marvel Universe, T,en,,,comics,medium,Marvel/DC Comics Dataset
